event_id,timestamp,user_id,role,department,file_id,file_type,file_sensitivity,action,device_id,country,city,app,is_external_share,share_scope,permission_change,bytes,label,intent,scenario_id,hour,weekday,is_weekend,new_device,new_city,off_hours,bytes_zscore,is_external_event,events_10m,views_10m,downloads_10m,edits_10m,deletes_10m,renames_10m,bytes_10m,files_touched_10m,shares_30m,external_shares_30m,permission_changes_30m
evt_00001176,2026-05-28 12:00:57,user_001,office_staff,operations,file_00045,xlsx,low,edit,office_staff_device_1_0,NZ,Auckland,web,0,none,0,22812,0,normal,,12,3,0,0,0,0,-0.2829208708347301,0,1,0,0,1,0,0,22812,1,0,0,0
evt_00001190,2026-05-28 12:01:41,user_001,office_staff,operations,file_00441,docx,low,view,office_staff_device_1_1,NZ,Auckland,web,0,none,0,7076,0,normal,,12,3,0,0,0,0,-0.31122930927124287,0,2,1,0,1,0,0,29888,2,0,0,0
evt_00001165,2026-05-28 12:19:53,user_001,office_staff,operations,file_00383,pdf,low,edit,office_staff_device_1_0,AU,Sydney,web,0,none,0,6240,0,normal,,12,3,0,0,0,0,-0.3127332400371888,0,1,0,0,1,0,0,6240,1,0,0,0
evt_00001189,2026-05-28 12:26:07,user_001,office_staff,operations,file_00003,pptx,high,download,office_staff_device_1_1,NZ,Auckland,web,0,none,0,1460980,0,normal,,12,3,0,0,0,0,2.30428618873331,0,2,0,1,1,0,0,1467220,2,0,0,0
evt_00001187,2026-05-28 12:38:13,user_001,office_staff,operations,file_00098,pdf,medium,view,office_staff_device_1_0,NZ,Auckland,web,0,none,0,3348,0,normal,,12,3,0,0,0,0,-0.3179358330696236,0,1,1,0,0,0,0,3348,1,0,0,0
evt_00001184,2026-05-28 12:38:52,user_001,office_staff,operations,file_00076,csv,medium,edit,office_staff_device_1_1,AU,Sydney,web,0,none,0,10759,0,normal,,12,3,0,0,0,0,-0.3046037386839477,0,2,1,0,1,0,0,14107,2,0,0,0
evt_00001201,2026-05-28 12:45:29,user_001,office_staff,operations,file_00105,pdf,low,edit,office_staff_device_1_0,NZ,Auckland,desktop,0,none,0,47014,0,normal,,12,3,0,0,0,0,-0.2393824349526456,0,3,1,0,2,0,0,61121,3,0,0,0
evt_00001210,2026-05-28 12:46:00,user_001,office_staff,operations,file_00110,xlsx,low,view,office_staff_device_1_0,NZ,Auckland,web,0,none,0,1746,0,normal,,12,3,0,0,0,0,-0.32081776738427115,0,4,2,0,2,0,0,62867,4,0,0,0
evt_00001171,2026-05-28 13:11:15,user_001,office_staff,operations,file_00262,pdf,medium,permission_change,office_staff_device_1_1,NZ,Auckland,web,0,none,1,892,0,normal,,13,3,0,0,0,0,-0.3223540794346513,0,1,0,0,0,0,0,892,1,0,0,1
evt_00001185,2026-05-28 13:15:04,user_001,office_staff,operations,file_00041,csv,high,view,office_staff_device_1_1,NZ,Auckland,web,0,none,0,547,0,normal,,13,3,0,0,0,0,-0.3229747207196409,0,2,1,0,0,0,0,1439,2,0,0,1
evt_00001192,2026-05-28 13:48:22,user_001,office_staff,operations,file_00047,docx,low,view,office_staff_device_1_0,AU,Sydney,web,0,none,0,4914,0,normal,,13,3,0,0,0,0,-0.3151186613238446,0,1,1,0,0,0,0,4914,1,0,0,0
evt_00001166,2026-05-28 13:53:52,user_001,office_staff,operations,file_00017,txt,high,view,office_staff_device_1_1,AU,Sydney,web,0,none,0,2480,0,normal,,13,3,0,0,0,0,-0.3194973305634526,0,2,2,0,0,0,0,7394,2,0,0,0
evt_00001183,2026-05-28 13:57:40,user_001,office_staff,operations,file_00090,docx,medium,view,office_staff_device_1_1,NZ,Auckland,web,0,none,0,2011,0,normal,,13,3,0,0,0,0,-0.32034104291898924,0,3,3,0,0,0,0,9405,3,0,0,0
evt_00001174,2026-05-28 13:58:53,user_001,office_staff,operations,file_00026,txt,low,view,office_staff_device_1_1,NZ,Auckland,web,0,none,0,6908,0,normal,,13,3,0,0,0,0,-0.3115315345926291,0,3,3,0,0,0,0,11399,3,0,0,0
evt_00001181,2026-05-28 14:06:37,user_001,office_staff,operations,file_00159,docx,high,download,office_staff_device_1_0,AU,Sydney,desktop,0,none,0,443640,0,normal,,14,3,0,0,0,0,0.474131971714888,0,3,2,1,0,0,0,452559,3,0,0,0
evt_00001206,2026-05-28 14:12:18,user_001,office_staff,operations,file_00119,docx,medium,view,office_staff_device_1_1,NZ,Auckland,web,0,none,0,3309,0,normal,,14,3,0,0,0,0,-0.3180059925192311,0,2,1,1,0,0,0,446949,2,0,0,0
evt_00001167,2026-05-28 14:12:39,user_001,office_staff,operations,file_00110,xlsx,low,view,office_staff_device_1_0,AU,Sydney,desktop,0,none,0,1043,0,normal,,14,3,0,0,0,0,-0.32208243643745293,0,3,2,1,0,0,0,447992,3,0,0,0
evt_00001196,2026-05-28 14:17:44,user_001,office_staff,operations,file_00079,docx,high,view,office_staff_device_1_0,NZ,Auckland,web,0,none,0,8620,0,normal,,14,3,0,0,0,0,-0.30845171465088345,0,3,3,0,0,0,0,12972,3,0,0,0
evt_00001182,2026-05-28 14:38:47,user_001,office_staff,operations,file_00119,docx,medium,edit,office_staff_device_1_1,AU,Sydney,web,0,none,0,19872,0,normal,,14,3,0,0,0,0,-0.2882098139589896,0,1,0,0,1,0,0,19872,1,0,0,0
evt_00001197,2026-05-28 14:40:28,user_001,office_staff,operations,file_00082,csv,medium,view,office_staff_device_1_0,NZ,Auckland,web,0,none,0,1093,0,normal,,14,3,0,0,0,0,-0.32199248842513556,0,2,1,0,1,0,0,20965,2,0,0,0
evt_00001172,2026-05-28 14:49:16,user_001,office_staff,operations,file_00065,xlsx,medium,download,office_staff_device_1_1,NZ,Auckland,web,0,none,0,2952635,0,normal,,14,3,0,0,0,0,4.9877142349977,0,2,1,1,0,0,0,2953728,2,0,0,0
evt_00001169,2026-05-28 14:53:48,user_001,office_staff,operations,file_00099,csv,low,download,office_staff_device_1_0,AU,Sydney,desktop,0,none,0,530952,0,normal,,14,3,0,0,0,0,0.6312027887439171,0,2,0,2,0,0,0,3483587,2,0,0,0
evt_00001198,2026-05-28 15:14:05,user_001,office_staff,operations,file_00025,docx,low,rename,office_staff_device_1_1,AU,Sydney,desktop,0,none,0,1257,0,normal,,15,3,0,0,0,0,-0.3216974589447347,0,1,0,0,0,0,1,1257,1,0,0,0
evt_00001164,2026-05-28 15:26:58,user_001,office_staff,operations,file_00017,txt,high,delete,office_staff_device_1_0,AU,Sydney,desktop,0,none,0,1607,0,normal,,15,3,0,0,0,0,-0.3210678228585133,0,1,0,0,0,1,0,1607,1,0,0,0
evt_00001212,2026-05-28 15:27:21,user_001,office_staff,operations,file_00376,pptx,medium,view,office_staff_device_1_0,NZ,Auckland,mobile,0,none,0,8557,0,normal,,15,3,0,0,0,0,-0.3085650491464033,0,2,1,0,0,1,0,10164,2,0,0,0
evt_00001180,2026-05-28 15:27:32,user_001,office_staff,operations,file_00027,docx,high,edit,office_staff_device_1_0,AU,Sydney,web,0,none,0,25495,0,normal,,15,3,0,0,0,0,-0.2780942604937817,0,3,1,0,1,1,0,35659,3,0,0,0
